-8.058586716651916504e-02,1.207136288285255432e-01,-4.876536782830953598e-03
-5.548989772796630859e-02,1.259938925504684448e-01,-4.091034643352031708e-03
-3.648294508457183838e-02,1.303720325231552124e-01,-5.339803174138069153e-03
-8.003180846571922302e-03,1.348277330398559570e-01,-1.261498499661684036e-02
1.559300534427165985e-02,1.384389549493789673e-01,-1.107398048043251038e-02
3.414835408329963684e-02,1.399576961994171143e-01,-1.152871362864971161e-02
5.906870961189270020e-02,1.391080915927886963e-01,-1.166933774948120117e-02
8.151370286941528320e-02,1.367895901203155518e-01,-8.242716081440448761e-03
1.000236049294471741e-01,1.306661218404769897e-01,-1.473287120461463928e-02
1.197549998760223389e-01,1.245491355657577515e-01,-2.872100332751870155e-03
1.336573958396911621e-01,1.165938749909400940e-01,8.295173756778240204e-05
1.480640172958374023e-01,1.023188903927803040e-01,2.114183502271771431e-03
1.558305621147155762e-01,8.683274686336517334e-02,6.407484412193298340e-03
1.653845757246017456e-01,7.768512517213821411e-02,8.150544948875904083e-03
1.656314283609390259e-01,6.687876582145690918e-02,2.100253244861960411e-03
1.700146794319152832e-01,5.281833186745643616e-02,-1.463842578232288361e-03
1.734287589788436890e-01,4.593303427100181580e-02,8.496955968439579010e-03
1.743132770061492920e-01,3.944040834903717041e-02,8.435429073870182037e-03
1.758878231048583984e-01,3.396435081958770752e-02,5.080853123217821121e-03
1.779316663742065430e-01,2.071385830640792847e-02,6.329031311906874180e-04
1.758413910865783691e-01,1.758407242596149445e-02,3.142599947750568390e-03
1.630752533674240112e-01,1.218174025416374207e-02,7.009820546954870224e-03
1.580372005701065063e-01,1.156842336058616638e-02,1.742859371006488800e-02
1.573686599731445312e-01,1.038254052400588989e-02,1.834053732454776764e-02
1.451463401317596436e-01,6.697612814605236053e-03,1.620080508291721344e-02
1.362216770648956299e-01,9.085074998438358307e-03,1.367510110139846802e-02
1.278440207242965698e-01,1.074932888150215149e-02,1.698674634099006653e-02
